0.3
0.4
0.5
0.6
0.7
0.8
0.9
1
1.25
1.5
1.75
2
2.25
2.5
2.75
3
3.25
3.5
3.75
4
4.5
5
5.5
6
6.5
7
8
9
10
11
12
13
14
15
16
18
20
22
24
27
30
33
36
39
42
45
50
55
60
65
70
75
